,price
35218,3066
35219,4702
35220,2734
35221,5505
35222,9394
35223,338
35224,450
35225,530
35226,6196
35227,448
35228,3882
35229,1571
35230,3838
35231,4637
35232,912
35233,4648
35234,698
35235,7357
35236,1654
35237,680
35238,9301
35239,6565
35240,1429
35241,1363
35242,6460
35243,833
35244,3884
35245,5026
35246,3632
35247,2085
35248,14652
35249,3519
35250,10812
35251,1052
35252,1094
35253,3275
35254,11365
35255,438
35256,5352
35257,646
35258,984
35259,2635
35260,1449
35261,816
35262,3218
35263,17353
35264,7392
35265,13474
35266,2647
35267,848
35268,1215
35269,2359
35270,628
35271,1438
35272,6499
35273,700
35274,12081
35275,949
35276,1440
35277,14174
35278,4873
35279,13711
35280,968
35281,605
35282,7934
35283,2397
35284,12286
35285,16657
35286,2097
35287,524
35288,668
35289,702
35290,14341
35291,2262
35292,447
35293,5681
35294,680
35295,1097
35296,7623
35297,1675
35298,1443
35299,752
35300,432
35301,593
35302,4136
35303,5779
35304,658
35305,17393
35306,389
35307,2373
35308,7473
35309,2297
35310,1438
35311,8654
35312,716
35313,3342
35314,3924
35315,3219
35316,999
35317,1117
35318,1346
35319,7915
35320,2753
35321,748
35322,854
35323,470
35324,504
35325,574
35326,3032
35327,1621
35328,1082
35329,12554
35330,5375
35331,7585
35332,524
35333,2989
35334,5863
35335,6501
35336,698
35337,978
35338,3422
35339,2782
35340,5765
35341,7272
35342,2005
35343,1031
35344,936
35345,3044
35346,3136
35347,3113
35348,394
35349,3473
35350,11804
35351,1662
35352,558
35353,867
35354,1618
35355,633
35356,6381
35357,769
35358,4516
35359,827
35360,2326
35361,764
35362,2421
35363,4751
35364,14165
35365,8538
35366,975
35367,17168
35368,3405
35369,666
35370,8201
35371,14105
35372,579
35373,10150
35374,2760
35375,461
35376,1259
35377,5458
35378,2834
35379,4155
35380,4705
35381,413
35382,871
35383,2216
35384,8069
35385,5787
35386,1563
35387,10053
35388,648
35389,737
35390,13398
35391,3053
35392,1314
35393,936
35394,1023
35395,6300
35396,9664
35397,5037
35398,5872
35399,4916
35400,756
35401,1781
35402,5215
35403,665
35404,1173
35405,490
35406,1740
35407,2873
35408,552
35409,1549
35410,1002
35411,5455
35412,2440
35413,1915
35414,652
35415,4537
35416,11636
35417,675
35418,2088
35419,4964
35420,1422
35421,3795
35422,487
35423,1035
35424,1646
35425,2895
35426,668
35427,900
35428,3246
35429,14256
35430,3972
35431,3276
35432,1294
35433,7915
35434,11380
35435,4508
35436,1095
35437,485
35438,1059
35439,3853
35440,545
35441,842
35442,1857
35443,1828
35444,552
35445,16319
35446,622
35447,6097
35448,10512
35449,5851
35450,12059
35451,4181
35452,4637
35453,2115
35454,2454
35455,5967
35456,1619
35457,5430
35458,15688
35459,904
35460,1817
35461,5839
35462,4641
35463,574
35464,2569
35465,1694
35466,3880
35467,2256
35468,2562
35469,17407
35470,12183
35471,8509
35472,8900
35473,15339
35474,1013
35475,2925
35476,1151
35477,5679
35478,6086
35479,6013
35480,1035
35481,3824
35482,1000
35483,956
35484,15819
35485,702
35486,16287
35487,7080
35488,544
35489,730
35490,1175
35491,942
35492,450
35493,6048
35494,6484
35495,2874
35496,3199
35497,4821
35498,1865
35499,522
35500,5154
35501,1100
35502,12155
35503,1436
35504,626
35505,911
35506,935
35507,7951
35508,14404
35509,626
35510,1018
35511,11573
35512,10967
35513,1243
35514,5197
35515,12958
35516,2500
35517,1015
35518,7219
35519,2409
35520,4173
35521,2468
35522,526
35523,1140
35524,911
35525,6146
35526,1191
35527,5166
35528,8829
35529,7636
35530,2327
35531,1576
35532,9440
35533,7891
35534,566
35535,904
35536,1339
35537,780
35538,2881
35539,18124
35540,537
35541,1586
35542,891
35543,5801
35544,2266
35545,684
35546,8464
35547,1435
35548,626
35549,695
35550,5805
35551,1247
35552,1027
35553,5432
35554,5008
35555,1682
35556,427
35557,1668
35558,765
35559,668
35560,6369
35561,2709
35562,7483
35563,8115
35564,9555
35565,675
35566,891
35567,4790
35568,3163
35569,3651
35570,5042
35571,18128
35572,6794
35573,803
35574,1354
35575,776
35576,802
35577,773
35578,877
35579,10011
35580,698
35581,793
35582,1908
35583,755
35584,842
35585,2112
35586,5182
35587,1055
35588,1007
35589,3879
35590,1800
35591,1103
35592,6504
35593,1264
35594,1080
35595,12853
35596,3615
35597,1008
35598,3737
35599,9677
35600,4177
35601,843
35602,3138
35603,4877
35604,1322
35605,5846
35606,12179
35607,732
35608,4666
35609,1123
35610,854
35611,3229
35612,1066
35613,7560
35614,900
35615,5250
35616,1733
35617,438
35618,1254
35619,4865
35620,4958
35621,898
35622,1761
35623,3009
35624,642
35625,3936
35626,6307
35627,9955
35628,11406
35629,1026
35630,990
35631,7928
35632,10962
35633,2795
35634,4769
35635,3473
35636,1009
35637,17552
35638,2402
35639,2005
35640,788
35641,5656
35642,689
35643,3465
35644,4873
35645,502
35646,552
35647,2660
35648,1054
35649,3127
35650,1949
35651,804
35652,7740
35653,1214
35654,1436
35655,1061
35656,5645
35657,4536
35658,1654
35659,1772
35660,7244
35661,765
35662,886
35663,11333
35664,2879
35665,4520
35666,17436
35667,1221
35668,9251
35669,801
35670,2401
35671,6987
35672,1317
35673,671
35674,4011
35675,1232
35676,5002
35677,11711
35678,895
35679,9302
35680,2029
35681,6776
35682,404
35683,5033
35684,5538
35685,1597
35686,447
35687,1343
35688,854
35689,720
35690,1814
35691,9525
35692,3668
35693,7062
35694,1755
35695,1145
35696,10764
35697,7950
35698,5410
35699,556
35700,949
35701,1603
35702,4373
35703,5192
35704,2210
35705,629
35706,1849
35707,4435
35708,1015
35709,4781
35710,1680
35711,993
35712,3084
35713,1881
35714,863
35715,1125
35716,2663
35717,1851
35718,720
35719,2304
35720,1949
35721,3254
35722,2974
35723,13060
35724,829
35725,1755
35726,702
35727,7672
35728,10401
35729,5645
35730,1845
35731,3961
35732,1057
35733,1693
35734,12500
35735,11925
35736,4222
35737,4241
35738,3136
35739,658
35740,1069
35741,3743
35742,7235
35743,5056
35744,12008
35745,800
35746,2150
35747,992
35748,7479
35749,13615
35750,917
35751,1837
35752,2829
35753,818
35754,2055
35755,707
35756,2889
35757,12829
35758,1244
35759,11954
35760,842
35761,976
35762,5820
35763,3975
35764,540
35765,926
35766,545
35767,1728
35768,5666
35769,435
35770,7443
35771,1895
35772,1033
35773,487
35774,4718
35775,617
35776,17760
35777,10181
35778,6856
35779,9182
35780,1146
35781,1949
35782,3139
35783,569
35784,5504
35785,4327
35786,874
35787,637
35788,10341
35789,9188
35790,1632
35791,4838
35792,846
35793,526
35794,2177
35795,18416
35796,2890
35797,972
35798,1715
35799,2462
35800,8190
35801,6086
35802,1021
35803,4469
35804,705
35805,18745
35806,17714
35807,14421
35808,5795
35809,7246
35810,477
35811,3323
35812,6092
35813,4234
35814,3484
35815,7059
35816,15052
35817,7501
35818,818
35819,5645
35820,5909
35821,1021
35822,574
35823,4080
35824,3014
35825,1194
35826,1063
35827,6097
35828,7400
35829,777
35830,1845
35831,533
35832,2734
35833,18717
35834,1009
35835,1119
35836,3760
35837,1367
35838,4489
35839,9682
35840,3034
35841,614
35842,1554
35843,870
35844,15025
35845,2108
35846,2359
35847,552
35848,4669
35849,969
35850,8148
35851,4435
35852,605
35853,6282
35854,3602
35855,665
35856,872
35857,3277
35858,5500
35859,7767
35860,3846
35861,1650
35862,462
35863,703
35864,627
35865,11792
35866,13219
35867,11746
35868,2330
35869,10038
35870,8645
35871,4676
35872,766
35873,3835
35874,1063
35875,3797
35876,3251
35877,1559
35878,4232
35879,649
35880,3195
35881,4748
35882,4032
35883,605
35884,4254
35885,435
35886,631
35887,586
35888,832
35889,3528
35890,709
35891,3109
35892,770
35893,8983
35894,1698
35895,548
35896,526
35897,3672
35898,1745
35899,2684
35900,5376
35901,746
35902,802
35903,3374
35904,1779
35905,698
35906,4318
35907,3462
35908,3378
35909,754
35910,2334
35911,878
35912,9845
35913,13794
35914,5327
35915,12779
35916,6208
35917,7233
35918,5488
35919,4136
35920,454
35921,1754
35922,789
35923,1583
35924,827
35925,13755
35926,12215
35927,1367
35928,3103
35929,1234
35930,3136
35931,3421
35932,658
35933,624
35934,1608
35935,1267
35936,5047
35937,3624
35938,5738
35939,5220
35940,625
35941,7255
35942,16970
35943,5775
35944,2001
35945,393
35946,7802
35947,589
35948,9442
35949,6504
35950,1763
35951,895
35952,15339
35953,4837
35954,521
35955,6653
35956,793
35957,2795
35958,3880
35959,6319
35960,1727
35961,1046
35962,6132
35963,1232
35964,9876
35965,12268
35966,2504
35967,1261
35968,504
35969,4167
35970,3418
35971,505
35972,6958
35973,698
35974,453
35975,4898
35976,6588
35977,1921
35978,11305
35979,534
35980,3866
35981,526
35982,2393
35983,4315
35984,4752
35985,7429
35986,4547
35987,802
35988,2802
35989,5125
35990,1548
35991,1005
35992,734
35993,8359
35994,12907
35995,2612
35996,4890
35997,678
35998,533
35999,7903
36000,5172
36001,2511
36002,10602
36003,1220
36004,6075
36005,899
36006,1830
36007,921
36008,2617
36009,2514
36010,6257
36011,1181
36012,2079
36013,1125
36014,891
36015,1821
36016,945
36017,1125
36018,5780
36019,702
36020,702
36021,631
36022,2290
36023,1323
36024,3747
36025,2512
36026,707
36027,1746
36028,625
36029,2475
36030,1948
36031,3104
36032,902
36033,599
36034,4434
36035,1153
36036,1052
36037,5869
36038,2834
36039,963
36040,593
36041,1605
36042,17403
36043,432
36044,15592
36045,3273
36046,16131
36047,4503
36048,16304
36049,2401
36050,15707
36051,17672
36052,9724
36053,2083
36054,955
36055,552
36056,3769
36057,1971
36058,2434
36059,4955
36060,3924
36061,525
36062,6591
36063,12979
36064,1388
36065,8752
36066,995
36067,5458
36068,568
36069,11795
36070,4193
36071,4463
36072,2401
36073,3881
36074,9229
36075,13133
36076,779
36077,486
36078,1860
36079,1055
36080,4381
36081,1082
36082,462
36083,11764
36084,12697
36085,3007
36086,2559
36087,2291
36088,2694
36089,10859
36090,698
36091,1847
36092,914
36093,3770
36094,468
36095,1665
36096,608
36097,1159
36098,4256
36099,3492
36100,2196
36101,975
36102,17882
36103,506
36104,4096
36105,3267
36106,895
36107,9131
36108,2475
36109,720
36110,1415
36111,3276
36112,4092
36113,791
36114,1052
36115,909
36116,878
36117,628
36118,4928
36119,5937
36120,460
36121,718
36122,7459
36123,3514
36124,7305
36125,1786
36126,7106
36127,863
36128,5641
36129,3450
36130,3555
36131,4320
36132,5980
36133,7389
36134,1067
36135,769
36136,13477
36137,6399
36138,631
36139,1694
36140,766
36141,4121
36142,918
36143,1374
36144,659
36145,963
36146,1815
36147,5190
36148,911
36149,1020
36150,1940
36151,766
36152,416
36153,1987
36154,2976
36155,9760
36156,3145
36157,3293
36158,9235
36159,3682
36160,3154
36161,1960
36162,2270
36163,766
36164,8912
36165,3091
36166,1554
36167,6831
36168,4044
36169,469
36170,917
36171,4090
36172,4125
36173,1413
36174,1901
36175,1752
36176,447
36177,2964
36178,5487
36179,2319
36180,561
36181,799
36182,4558
36183,9587
36184,1100
36185,4864
36186,1276
36187,979
36188,1327
36189,5082
36190,4077
36191,928
36192,1554
36193,421
36194,4862
36195,430
36196,843
36197,11401
36198,2974
36199,5387
36200,1163
36201,10483
36202,675
36203,601
36204,810
36205,2896
36206,1014
36207,2940
36208,6078
36209,8190
36210,9205
36211,3740
36212,4708
36213,2085
36214,552
36215,921
36216,4123
36217,2719
36218,923
36219,462
36220,12089
36221,645
36222,642
36223,4976
36224,13908
36225,984
36226,552
36227,475
36228,4445
36229,4020
36230,552
36231,3210
36232,1607
36233,2671
36234,814
36235,2239
36236,5839
36237,1056
36238,1286
36239,1907
36240,1040
36241,2658
36242,7848
36243,1971
36244,6707
36245,2328
36246,505
36247,18117
36248,579
36249,850
36250,1932
36251,5806
36252,595
36253,3510
36254,628
36255,11888
36256,1777
36257,15665
36258,11314
36259,17057
36260,675
36261,6387
36262,15683
36263,7951
36264,2551
36265,5684
36266,537
36267,505
36268,633
36269,5974
36270,942
36271,905
36272,1343
36273,804
36274,10749
36275,854
36276,738
36277,762
36278,847
36279,5763
36280,2211
36281,1197
36282,5598
36283,8334
36284,1815
36285,11312
36286,4791
36287,1809
36288,2110
36289,505
36290,6153
36291,866
36292,5174
36293,9126
36294,3625
36295,4851
36296,678
36297,9727
36298,10384
36299,666
36300,4514
36301,4871
36302,706
36303,4403
36304,6397
36305,4543
36306,1376
36307,977
36308,668
36309,10239
36310,3261
36311,6095
36312,746
36313,2791
36314,1276
36315,6604
36316,13177
36317,12431
36318,7592
36319,2114
36320,1265
36321,4602
36322,15673
36323,3468
36324,4851
36325,4963
36326,16412
36327,2215
36328,3107
36329,5002
36330,2608
36331,765
36332,9967
36333,6837
36334,4712
36335,13228
36336,10256
36337,6175
36338,18395
36339,6569
36340,5210
36341,4558
36342,906
36343,888
36344,1033
36345,6543
36346,1436
36347,12587
36348,4504
36349,714
36350,12506
36351,10669
36352,13405
36353,651
36354,1250
36355,4078
36356,4664
36357,4439
36358,5016
36359,907
36360,1141
36361,1163
36362,15219
36363,2349
36364,12492
36365,827
36366,1367
36367,7564
36368,2674
36369,631
36370,2100
36371,414
36372,710
36373,8217
36374,844
36375,1080
36376,15600
36377,725
36378,1125
36379,2700
36380,2396
36381,4081
36382,3105
36383,13563
36384,1179
36385,6546
36386,7918
36387,756
36388,5430
36389,773
36390,11216
36391,9252
36392,544
36393,810
36394,1346
36395,1324
36396,3336
36397,863
36398,1273
36399,2346
36400,789
36401,3886
36402,1014
36403,7032
36404,2283
36405,597
36406,698
36407,10836
36408,18363
36409,498
36410,879
36411,7225
36412,4062
36413,4854
36414,773
36415,2893
36416,638
36417,2942
36418,2160
36419,722
36420,11051
36421,749
36422,596
36423,2193
36424,2771
36425,1073
36426,1080
36427,645
36428,573
36429,1689
36430,1260
36431,1081
36432,2592
36433,1097
36434,5019
36435,5799
36436,4406
36437,1955
36438,911
36439,1124
36440,5551
36441,5374
36442,756
36443,709
36444,5398
36445,3817
36446,8107
36447,452
36448,11021
36449,975
36450,5175
36451,706
36452,1113
36453,3087
36454,544
36455,4036
36456,3991
36457,3752
36458,6973
36459,1977
36460,1395
36461,11161
36462,6075
36463,2964
36464,1792
36465,2016
36466,5922
36467,900
36468,600
36469,3580
36470,1103
36471,942
36472,1340
36473,2789
36474,6164
36475,4781
36476,1008
36477,4790
36478,2366
36479,14452
36480,708
36481,856
36482,17849
36483,13799
36484,3377
36485,3027
36486,746
36487,1238
36488,8911
36489,741
36490,921
36491,15767
36492,3569
36493,643
36494,2387
36495,5677
36496,7314
36497,1125
36498,4458
36499,3809
36500,4832
36501,728
36502,720
36503,1612
36504,1551
36505,2559
36506,471
36507,5125
36508,10113
36509,1063
36510,3707
36511,4543
36512,1007
36513,4860
36514,1138
36515,4242
36516,552
36517,1241
36518,14428
36519,884
36520,917
36521,4333
36522,3835
36523,3788
36524,2109
36525,6453
36526,645
36527,687
36528,489
36529,2578
36530,5020
36531,5421
36532,3269
36533,7539
36534,7422
36535,1715
36536,5533
36537,4824
36538,1662
36539,17405
36540,5070
36541,1631
36542,3075
36543,4855
36544,3462
36545,2523
36546,1066
36547,1646
36548,5387
36549,1176
36550,545
36551,2028
36552,2181
36553,8827
36554,16945
36555,9158
36556,730
36557,2119
36558,5530
36559,891
36560,13978
36561,834
36562,805
36563,638
36564,1692
36565,1136
36566,14824
36567,865
36568,605
36569,939
36570,544
36571,756
36572,16558
36573,1050
36574,2666
36575,579
36576,17231
36577,463
36578,3067
36579,1629
36580,2046
36581,868
36582,4872
36583,4045
36584,2364
36585,539
36586,947
36587,3857
36588,956
36589,11500
36590,1607
36591,807
36592,4909
36593,3073
36594,1069
36595,2074
36596,702
36597,5290
36598,2022
36599,6440
36600,2036
36601,18780
36602,13092
36603,6573
36604,927
36605,3496
36606,2198
36607,7816
36608,2964
36609,3774
36610,1076
36611,5376
36612,9551
36613,3397
36614,5921
36615,1343
36616,900
36617,1147
36618,1050
36619,853
36620,6911
36621,4312
36622,10214
36623,15011
36624,451
36625,2975
36626,4197
36627,3348
36628,1431
36629,854
36630,6403
36631,3520
36632,2686
36633,2219
36634,13248
36635,1590
36636,14787
36637,18359
36638,9330
36639,923
36640,872
36641,4864
36642,1230
36643,729
36644,4932
36645,2203
36646,827
36647,2923
36648,525
36649,9881
36650,1974
36651,2266
36652,4762
36653,6140
36654,550
36655,3710
36656,710
36657,8324
36658,1780
36659,1410
36660,3019
36661,7466
36662,891
36663,4764
36664,4766
36665,1181
36666,2436
36667,10184
36668,1676
36669,9201
36670,1971
36671,1748
36672,872
36673,1153
36674,4052
36675,6250
36676,10980
36677,802
36678,601
36679,1426
36680,574
36681,8077
36682,919
36683,1959
36684,380
36685,1845
36686,7393
36687,5087
36688,10711
36689,12927
36690,628
36691,5939
36692,1002
36693,1881
36694,6416
36695,11899
36696,3334
36697,1056
36698,2106
36699,6914
36700,4686
36701,579
36702,2651
36703,7963
36704,2280
36705,492
36706,5411
36707,5599
36708,1627
36709,1687
36710,4819
36711,3713
36712,1130
36713,8564
36714,4125
36715,776
36716,1402
36717,863
36718,633
36719,725
36720,1865
36721,982
36722,1107
36723,633
36724,3015
36725,5373
36726,3105
36727,1836
36728,761
36729,9510
36730,1433
36731,10562
36732,4711
36733,1129
36734,4243
36735,3985
36736,1569
36737,9580
36738,593
36739,2693
36740,5292
36741,4441
36742,13261
36743,3356
36744,1822
36745,2457
36746,1273
36747,3242
36748,8701
36749,2513
36750,874
36751,5268
36752,9225
36753,941
36754,984
36755,1320
36756,596
36757,946
36758,1911
36759,6140
36760,985
36761,909
36762,462
36763,4044
36764,4854
36765,15394
36766,545
36767,1014
36768,1163
36769,3295
36770,789
36771,882
36772,557
36773,1212
36774,707
36775,776
36776,2530
36777,647
36778,13034
36779,4291
36780,10206
36781,605
36782,7870
36783,6221
36784,583
36785,1654
36786,11527
36787,1356
36788,8223
36789,6512
36790,11640
36791,1885
36792,8736
36793,819
36794,1125
36795,13499
36796,5463
36797,1136
36798,17825
36799,1274
36800,12389
36801,5055
36802,5758
36803,14534
36804,462
36805,1312
36806,956
36807,2655
36808,678
36809,773
36810,6325
36811,5055
36812,2634
36813,1097
36814,17582
36815,1026
36816,579
36817,1641
36818,687
36819,1966
36820,1819
36821,3345
36822,5602
36823,438
36824,4042
36825,13275
36826,838
36827,737
36828,394
36829,1251
36830,2815
36831,6103
36832,1593
36833,12883
36834,4021
36835,2922
36836,8580
36837,3422
36838,11851
36839,756
36840,2203
36841,4315
36842,4077
36843,7602
36844,1705
36845,7464
36846,5505
36847,4906
36848,722
36849,756
36850,14973
36851,2074
36852,526
36853,5650
36854,559
36855,1036
36856,926
36857,10572
36858,4568
36859,1107
36860,557
36861,1008
36862,815
36863,6505
36864,6199
36865,807
36866,7247
36867,541
36868,540
36869,1358
36870,5475
36871,838
36872,4185
36873,893
36874,713
36875,938
36876,7464
36877,6177
36878,1376
36879,1942
36880,1397
36881,2325
36882,702
36883,9193
36884,2743
36885,1236
36886,990
36887,1332
36888,7190
36889,5516
36890,790
36891,2278
36892,865
36893,1580
36894,682
36895,1625
36896,2227
36897,2092
36898,1230
36899,544
36900,4924
36901,449
36902,764
36903,815
36904,4459
36905,8044
36906,1758
36907,2630
36908,8058
36909,6354
36910,2475
36911,1561
36912,939
36913,5535
36914,3040
36915,1326
36916,1188
36917,10712
36918,921
36919,776
36920,666
36921,4750
36922,5889
36923,1239
36924,526
36925,605
36926,1048
36927,530
36928,1915
36929,3621
36930,4961
36931,3742
36932,9038
36933,840
36934,1250
36935,4596
36936,7557
36937,1728
36938,4724
36939,4066
36940,710
36941,1163
36942,878
36943,13037
36944,5233
36945,15444
36946,1402
36947,6600
36948,2986
36949,7991
36950,7885
36951,1299
36952,7800
36953,4118
36954,1410
36955,686
36956,1770
36957,3246
36958,683
36959,2306
36960,5595
36961,6215
36962,4040
36963,3473
36964,3326
36965,18593
36966,969
36967,3823
36968,2104
36969,776
36970,5923
36971,2680
36972,772
36973,612
36974,1655
36975,816
36976,4852
36977,5082
36978,2512
36979,661
36980,5416
36981,14375
36982,6166
36983,498
36984,741
36985,796
36986,828
36987,2432
36988,3725
36989,3663
36990,2283
36991,11294
36992,11220
36993,1779
36994,1181
36995,743
36996,794
36997,4785
36998,1096
36999,718
37000,1624
37001,2440
37002,3105
37003,540
37004,16643
37005,3285
37006,628
37007,844
37008,4111
37009,760
37010,2147
37011,901
37012,5610
37013,2120
37014,1361
37015,776
37016,505
37017,1007
37018,480
37019,5464
37020,4154
37021,626
37022,449
37023,521
37024,2318
37025,8020
37026,3225
37027,421
37028,5242
37029,436
37030,613
37031,722
37032,574
37033,13148
37034,5085
37035,15102
37036,698
37037,5665
37038,6053
37039,507
37040,1646
37041,2594
37042,3337
37043,1582
37044,1167
37045,2344
37046,1267
37047,10104
37048,900
37049,1111
37050,530
37051,11033
37052,798
37053,4113
37054,15948
37055,382
37056,10094
37057,537
37058,698
37059,942
37060,687
37061,3167
37062,1264
37063,540
37064,707
37065,4998
37066,863
37067,7528
37068,6250
37069,4508
37070,3455
37071,2762
37072,767
37073,1118
37074,1933
37075,2048
37076,4819
37077,1847
37078,658
37079,932
37080,3782
37081,4939
37082,5832
37083,5096
37084,434
37085,947
37086,1315
37087,2816
37088,2294
37089,680
37090,1061
37091,5622
37092,4260
37093,724
37094,14179
37095,773
37096,8131
37097,3941
37098,2137
37099,882
37100,1838
37101,2782
37102,5061
37103,2496
37104,14519
37105,707
37106,14556
37107,9330
37108,1432
37109,17329
37110,1149
37111,2364
37112,4200
37113,529
37114,3675
37115,2217
37116,8003
37117,2753
37118,4368
37119,870
37120,12179
37121,3769
37122,477
37123,1659
37124,1429
37125,1845
37126,8385
37127,450
37128,1163
37129,14637
37130,1060
37131,914
37132,3472
37133,2288
37134,6932
37135,12499
37136,461
37137,1320
37138,6327
37139,13365
37140,579
37141,2542
37142,4887
37143,2398
37144,1154
37145,1549
37146,5027
37147,2327
37148,1402
37149,6674
37150,1692
37151,780
37152,930
37153,7035
37154,942
37155,13196
37156,2584
37157,918
37158,4407
37159,2041
37160,5141
37161,7780
37162,3398
37163,2604
37164,17893
37165,1924
37166,3411
37167,702
37168,14042
37169,936
37170,505
37171,1789
37172,716
37173,694
37174,9630
37175,6608
37176,12079
37177,698
37178,14462
37179,2426
37180,1595
37181,5625
37182,876
37183,2444
37184,1656
37185,2416
37186,684
37187,6702
37188,665
37189,5443
37190,1152
37191,1330
37192,1637
37193,5488
37194,17916
37195,11067
37196,2719
37197,1576
37198,3119
37199,5758
37200,8736
37201,17569
37202,4171
37203,5519
37204,5816
37205,18176
37206,1786
37207,1063
37208,5886
37209,5558
37210,631
37211,694
37212,1284
37213,1179
37214,2026
37215,9853
37216,505
37217,666
37218,734
37219,970
37220,755
37221,706
37222,1229
37223,4054
37224,6774
37225,1129
37226,4986
37227,10447
37228,665
37229,2588
37230,568
37231,5626
37232,2003
37233,1245
37234,3548
37235,658
37236,4281
37237,11717
37238,2132
37239,8094
37240,6644
37241,975
37242,882
37243,710
37244,612
37245,2719
37246,6861
37247,787
37248,7226
37249,1746
37250,2728
37251,746
37252,4243
37253,3799
37254,7899
37255,3077
37256,10538
37257,6857
37258,1029
37259,1857
37260,1197
37261,827
37262,386
37263,3145
37264,6905
37265,7677
37266,3303
37267,4939
37268,642
37269,628
37270,2533
37271,668
37272,3622
37273,6608
37274,5387
37275,4704
37276,4182
37277,7806
37278,11039
37279,12681
37280,735
37281,6683
37282,17422
37283,1801
37284,3139
37285,1346
37286,1737
37287,12401
37288,14340
37289,15695
37290,4336
37291,2774
37292,723
37293,3332
37294,2818
37295,2896
37296,11040
37297,3199
37298,4604
37299,571
37300,5096
37301,6918
37302,530
37303,5027
37304,410
37305,10447
37306,1400
37307,880
37308,974
37309,869
37310,631
37311,622
37312,2926
37313,4034
37314,673
37315,10106
37316,586
37317,912
37318,1427
37319,2292
37320,961
37321,770
37322,4446
37323,16737
37324,4022
37325,7673
37326,1935
37327,5731
37328,866
37329,8957
37330,14947
37331,2866
37332,2587
37333,1438
37334,1637
37335,1821
37336,4742
37337,10357
37338,1412
37339,4405
37340,3804
37341,2125
37342,1046
37343,1321
37344,2375
37345,2331
37346,532
37347,5123
37348,816
37349,6785
37350,5671
37351,969
37352,911
37353,814
37354,7277
37355,2055
37356,945
37357,337
37358,738
37359,1569
37360,721
37361,7291
37362,1250
37363,4613
37364,4682
37365,1662
37366,1546
37367,402
37368,811
37369,2416
37370,3585
37371,5758
37372,491
37373,566
37374,408
37375,575
37376,11661
37377,1341
37378,3298
37379,3158
37380,1207
37381,1212
37382,828
37383,5489
37384,891
37385,3678
37386,6150
37387,706
37388,2250
37389,2395
37390,544
37391,1954
37392,2801
37393,1971
37394,8427
37395,431
37396,2559
37397,8574
37398,827
37399,7508
37400,1565
37401,2559
37402,1812
37403,460
37404,8181
37405,1909
37406,675
37407,2706
37408,3980
37409,3861
37410,500
37411,701
37412,1661
37413,3570
37414,788
37415,2958
37416,2230
37417,675
37418,9874
37419,999
37420,15729
37421,3566
37422,17143
37423,2177
37424,5707
37425,12000
37426,2536
37427,945
37428,8979
37429,4637
37430,17235
37431,4077
37432,5538
37433,2023
37434,3290
37435,1033
37436,682
37437,8879
37438,4105
37439,698
37440,8486
37441,5096
37442,963
37443,2487
37444,3131
37445,730
37446,1915
37447,1002
37448,492
37449,9160
37450,2202
37451,1094
37452,16545
37453,842
37454,4126
37455,1180
37456,743
37457,5322
37458,651
37459,3856
37460,5189
37461,1020
37462,386
37463,8442
37464,2189
37465,9707
37466,17523
37467,950
37468,461
37469,8925
37470,1657
37471,1055
37472,7001
37473,3796
37474,1050
37475,2180
37476,432
37477,3931
37478,525
37479,478
37480,2362
37481,6488
37482,505
37483,4764
37484,710
37485,12981
37486,1574
37487,4317
37488,9333
37489,1887
37490,1074
37491,12406
37492,6958
37493,2557
37494,2998
37495,1156
37496,1723
37497,1240
37498,1103
37499,5571
37500,1087
37501,2246
37502,2822
37503,3531
37504,7193
37505,645
37506,1011
37507,7277
37508,9256
37509,919
37510,10929
37511,3734
37512,589
37513,2982
37514,4638
37515,2494
37516,4295
37517,9465
37518,11873
37519,789
37520,3357
37521,17213
37522,3264
37523,5166
37524,8654
37525,5650
37526,673
37527,1680
37528,821
37529,5375
37530,790
37531,4560
37532,4556
37533,1899
37534,2111
37535,4619
37536,2657
37537,695
37538,672
37539,9366
37540,2536
37541,8991
37542,924
37543,7341
37544,6223
37545,447
37546,11856
37547,4691
37548,5208
37549,2862
37550,5822
37551,2010
37552,18188
37553,3566
37554,627
37555,6809
37556,4536
37557,1299
37558,5490
37559,1048
37560,851
37561,975
37562,1257
37563,2730
37564,7655
37565,1338
37566,5301
37567,1963
37568,2278
37569,4305
37570,487
37571,876
37572,2744
37573,516
37574,645
37575,13007
37576,2513
37577,1955
37578,789
37579,925
37580,452
37581,3039
37582,15014
37583,8095
37584,18445
37585,11554
37586,772
37587,684
37588,948
37589,7869
37590,789
37591,552
37592,5779
37593,6399
37594,804
37595,5218
37596,11116
37597,734
37598,1785
37599,3923
37600,14817
37601,982
37602,1884
37603,5228
37604,632
37605,954
37606,734
37607,1113
37608,1720
37609,940
37610,946
37611,730
37612,7900
37613,1698
37614,7548
37615,524
37616,417
37617,8698
37618,2400
37619,6209
37620,3441
37621,3742
37622,3267
37623,3914
37624,17209
37625,2883
37626,706
37627,3570
37628,1582
37629,4821
37630,3818
37631,4619
37632,12182
37633,9263
37634,1135
37635,645
37636,7418
37637,6603
37638,15330
37639,1758
37640,4345
37641,2682
37642,5237
37643,3323
37644,4398
37645,2129
37646,6469
37647,877
37648,872
37649,2012
37650,906
37651,568
37652,603
37653,10687
37654,2141
37655,1754
37656,4580
37657,1867
37658,1773
37659,8806
37660,14889
37661,2891
