,carat,cut,color,clarity,depth,table,x,y,z,city,price
36900,0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,London,4924
36901,0.32,Ideal,I,VS2,62.2,57.0,4.39,4.42,2.74,London,449
36902,0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,London,764
36903,0.38,Premium,D,SI1,59.1,58.0,4.77,4.74,2.81,London,815
36904,1.58,Premium,I,I1,60.2,61.0,7.55,7.51,4.53,London,4459
36905,1.5,Fair,H,VS1,64.8,55.0,7.25,7.2,4.68,London,8044
36906,0.5,Premium,D,VS2,62.8,58.0,5.03,5.0,3.15,London,1758
36907,0.71,Very Good,G,VS1,64.0,56.0,5.65,5.67,3.62,London,2630
36908,1.53,Premium,J,VS1,60.1,59.0,7.47,7.51,4.5,London,8058
36909,1.22,Premium,H,VS2,60.9,58.0,6.89,6.86,4.19,London,6354
36910,0.7,Premium,E,SI2,60.4,59.0,5.75,5.7,3.46,London,2475
36911,0.53,Very Good,H,VS1,63.3,56.0,5.13,5.17,3.26,London,1561
36912,0.33,Ideal,F,VVS1,60.6,56.0,4.47,4.51,2.72,London,939
36913,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,London,5535
36914,0.77,Very Good,D,SI1,62.1,58.0,5.84,5.89,3.64,London,3040
36915,0.42,Ideal,D,VVS2,62.1,55.0,4.79,4.81,2.98,London,1326
36916,0.5,Very Good,F,I1,63.3,59.0,5.03,4.99,3.17,London,1188
36917,1.53,Premium,D,SI1,61.6,58.0,7.35,7.42,4.55,London,10712
36918,0.31,Ideal,F,IF,61.1,54.0,4.39,4.42,2.69,London,921
36919,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,London,776
36920,0.4,Premium,D,SI2,62.2,58.0,4.71,4.75,2.94,London,666
36921,1.1,Ideal,G,SI2,62.1,56.0,6.63,6.61,4.11,London,4750
36922,1.21,Premium,D,SI2,62.2,60.0,6.8,6.83,4.24,London,5889
36923,0.59,Very Good,H,SI1,61.8,56.0,5.39,5.43,3.35,London,1239
36924,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,London,526
36925,0.3,Premium,G,VS1,61.8,60.0,4.29,4.32,2.66,London,605
36926,0.5,Very Good,I,SI1,62.2,60.0,5.02,5.05,3.13,London,1048
36927,0.23,Very Good,D,VVS2,62.2,58.0,3.94,3.97,2.46,London,530
36928,0.56,Ideal,G,VS1,62.2,55.0,5.31,5.27,3.29,London,1915
36929,0.9,Good,F,SI2,61.3,59.0,6.12,6.15,3.76,London,3621
36930,0.93,Premium,F,VS2,62.1,59.0,6.24,6.28,3.89,London,4961
36931,0.87,Premium,D,SI1,58.8,56.0,6.3,6.26,3.69,London,3742
36932,1.2,Ideal,G,VS1,61.7,55.0,6.92,6.88,4.26,London,9038
36933,0.31,Ideal,F,VVS1,62.0,54.0,4.34,4.37,2.7,London,840
36934,0.43,Ideal,F,VVS2,61.9,56.0,4.87,4.82,3.0,London,1250
36935,1.14,Premium,I,SI1,60.4,60.0,6.78,6.73,4.08,London,4596
36936,1.51,Very Good,J,VS2,62.2,60.0,7.27,7.32,4.54,London,7557
36937,0.57,Good,H,VS1,63.7,51.0,5.36,5.29,3.39,London,1728
36938,1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09,London,4724
36939,1.12,Very Good,J,SI2,58.5,60.0,6.83,6.89,4.01,London,4066
36940,0.3,Very Good,E,VS1,61.9,60.0,4.26,4.3,2.65,London,710
36941,0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91,London,1163
36942,0.3,Premium,H,VVS1,62.6,60.0,4.26,4.21,2.65,London,878
36943,1.74,Premium,I,VS1,62.5,57.0,7.71,7.67,4.81,London,13037
36944,1.22,Premium,I,SI1,62.3,58.0,6.77,6.81,4.23,London,5233
36945,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,London,15444
36946,0.51,Premium,E,SI1,61.2,61.0,5.16,5.13,3.15,London,1402
36947,1.0,Ideal,E,VS2,61.6,57.0,6.38,6.44,3.95,London,6600
36948,0.82,Ideal,I,VS1,61.6,57.0,6.0,6.05,3.71,London,2986
36949,1.53,Very Good,H,SI2,61.4,60.0,7.36,7.43,4.54,London,7991
36950,1.0,Ideal,G,VVS2,60.8,57.0,6.47,6.45,3.93,London,7885
36951,0.52,Ideal,E,SI2,61.9,56.0,5.17,5.19,3.2,London,1299
36952,1.24,Premium,G,VS1,62.0,59.0,6.92,6.88,4.28,London,7800
36953,1.01,Premium,E,SI2,60.6,58.0,6.53,6.47,3.94,London,4118
36954,0.55,Very Good,F,SI1,59.5,61.0,5.28,5.41,3.18,London,1410
36955,0.34,Premium,F,VS2,61.2,59.0,4.49,4.53,2.76,London,686
36956,0.54,Premium,F,VS1,60.0,59.0,5.3,5.23,3.16,London,1770
36957,0.91,Ideal,F,SI2,61.1,55.0,6.24,6.19,3.8,London,3246
36958,0.41,Ideal,D,SI2,62.6,55.0,4.76,4.8,2.99,London,683
36959,0.71,Good,I,VS1,63.6,56.0,5.65,5.7,3.61,London,2306
36960,1.19,Premium,H,SI1,61.4,58.0,6.79,6.83,4.18,London,5595
36961,1.51,Good,J,SI2,58.1,64.0,7.57,7.53,4.39,London,6215
36962,0.74,Fair,D,VVS2,65.4,53.0,5.73,5.71,3.74,London,4040
36963,0.78,Premium,D,VS2,63.0,58.0,5.86,5.8,3.67,London,3473
36964,0.96,Ideal,J,VS2,61.5,57.0,6.32,6.36,3.9,London,3326
36965,3.01,Good,H,SI2,57.6,64.0,9.44,9.38,5.42,London,18593
36966,0.41,Premium,E,SI1,60.2,60.0,4.82,4.78,2.89,London,969
36967,1.01,Good,I,SI2,62.6,59.0,6.34,6.43,4.0,London,3823
36968,0.5,Ideal,G,IF,61.5,56.0,5.11,5.14,3.15,London,2104
36969,0.3,Ideal,G,VS1,61.4,57.0,4.34,4.29,2.65,London,776
36970,1.01,Premium,F,VS2,59.7,60.0,6.41,6.38,3.82,London,5923
36971,0.75,Ideal,I,VS2,60.4,59.0,5.86,5.9,3.55,London,2680
36972,0.4,Ideal,D,SI1,59.6,57.0,4.77,4.82,2.86,London,772
36973,0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,London,612
36974,0.57,Ideal,H,VS2,61.6,57.0,5.35,5.37,3.3,London,1655
36975,0.31,Ideal,G,VVS1,59.5,56.0,4.41,4.43,2.63,London,816
36976,0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,London,4852
36977,1.1,Ideal,E,SI2,61.6,56.0,6.61,6.64,4.08,London,5082
36978,0.7,Ideal,G,VS1,60.6,57.0,5.7,5.75,3.47,London,2512
36979,0.3,Very Good,D,VS1,59.4,60.0,4.34,4.38,2.59,London,661
36980,1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,London,5416
36981,1.51,Premium,G,VS1,62.6,60.0,7.19,7.28,4.53,London,14375
36982,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,London,6166
36983,0.29,Ideal,H,VS2,62.8,55.0,4.24,4.27,2.67,London,498
36984,0.4,Ideal,G,SI1,62.3,54.0,4.74,4.77,2.96,London,741
36985,0.3,Premium,H,VVS1,60.7,58.0,4.38,4.35,2.65,London,796
36986,0.32,Ideal,F,VS2,62.8,57.0,4.36,4.33,2.73,London,828
36987,0.71,Very Good,I,VS1,62.2,59.0,5.7,5.74,3.56,London,2432
36988,0.9,Fair,H,VS2,64.6,54.0,6.09,6.14,3.95,London,3725
36989,0.89,Good,F,SI1,64.3,55.0,6.12,6.01,3.9,London,3663
36990,0.71,Good,I,VVS2,63.7,56.0,5.68,5.63,3.6,London,2283
36991,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,London,11294
36992,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,London,11220
36993,0.63,Ideal,D,SI1,61.1,56.0,5.52,5.58,3.39,London,1779
36994,0.41,Ideal,D,VVS2,61.1,56.0,4.81,4.78,2.93,London,1181
36995,0.3,Fair,F,VVS2,65.5,61.0,4.19,4.15,2.73,London,743
36996,0.36,Ideal,H,VVS1,61.5,56.0,4.57,4.6,2.82,London,794
36997,1.06,Very Good,H,SI1,62.8,58.0,6.47,6.49,4.07,London,4785
36998,0.38,Ideal,F,VVS1,62.3,54.0,4.64,4.7,2.91,London,1096
36999,0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,London,718
37000,0.5,Premium,G,VS1,59.9,59.0,5.12,5.16,3.08,London,1624
37001,0.55,Ideal,G,IF,60.0,57.0,5.33,5.39,3.22,London,2440
37002,0.72,Ideal,F,VS1,62.4,55.0,5.78,5.75,3.6,London,3105
37003,0.3,Very Good,H,SI1,63.4,58.0,4.29,4.26,2.71,London,540
37004,1.67,Ideal,G,VS1,61.5,55.0,7.62,7.67,4.7,London,16643
37005,0.74,Premium,E,VS2,62.7,58.0,5.72,5.77,3.6,London,3285
37006,0.31,Premium,H,VS2,62.5,60.0,4.36,4.31,2.71,London,628
37007,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,London,844
37008,0.93,Very Good,G,SI1,61.5,57.0,6.23,6.33,3.86,London,4111
37009,0.27,Ideal,F,VVS1,62.5,56.0,4.1,4.14,2.57,London,760
37010,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,London,2147
37011,0.31,Ideal,F,IF,61.7,56.0,4.38,4.41,2.71,London,901
37012,1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23,London,5610
37013,0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,London,2120
37014,0.59,Good,F,SI1,59.1,58.0,5.46,5.5,3.24,London,1361
37015,0.3,Premium,F,VS2,62.5,58.0,4.28,4.26,2.67,London,776
37016,0.23,Very Good,E,VVS2,62.7,55.0,3.9,3.95,2.46,London,505
37017,0.41,Ideal,G,VVS2,61.0,57.0,4.78,4.8,2.92,London,1007
37018,0.28,Very Good,H,VVS1,58.5,61.0,4.27,4.31,2.51,London,480
37019,1.19,Premium,I,SI1,61.3,59.0,6.84,6.79,4.18,London,5464
37020,1.09,Good,F,SI1,61.0,64.0,6.58,6.63,4.03,London,4154
37021,0.34,Premium,D,SI1,61.2,58.0,4.47,4.49,2.74,London,626
37022,0.32,Ideal,I,VS2,62.5,55.0,4.38,4.39,2.74,London,449
37023,0.33,Premium,H,VS2,61.7,59.0,4.39,4.42,2.72,London,521
37024,0.72,Premium,G,SI1,60.8,58.0,5.8,5.74,3.51,London,2318
37025,1.0,Premium,D,VS1,62.7,60.0,6.36,6.31,3.97,London,8020
37026,0.68,Good,G,VVS1,61.9,55.0,5.63,5.68,3.5,London,3225
37027,0.3,Very Good,H,SI1,61.6,62.0,4.24,4.3,2.63,London,421
37028,0.9,Ideal,G,VVS2,61.9,56.0,6.22,6.15,3.83,London,5242
37029,0.31,Ideal,I,SI1,60.8,56.0,4.38,4.41,2.67,London,436
37030,0.3,Very Good,F,VVS2,64.1,55.0,4.2,4.25,2.71,London,613
37031,0.42,Good,F,SI1,63.6,57.0,4.7,4.76,3.01,London,722
37032,0.3,Premium,D,SI2,62.2,59.0,4.3,4.25,2.66,London,574
37033,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,London,13148
37034,1.01,Very Good,E,SI1,63.1,57.0,6.33,6.44,4.03,London,5085
37035,1.5,Premium,D,VS2,61.8,60.0,7.3,7.37,4.53,London,15102
37036,0.31,Ideal,G,VS2,62.3,56.0,4.34,4.29,2.69,London,698
37037,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,London,5665
37038,1.18,Very Good,F,SI1,59.9,59.0,6.85,6.87,4.11,London,6053
37039,0.31,Very Good,E,SI1,63.0,58.0,4.29,4.31,2.71,London,507
37040,0.5,Ideal,D,VS2,60.1,59.0,5.14,5.17,3.1,London,1646
37041,0.71,Very Good,H,VVS2,62.5,56.0,5.65,5.68,3.54,London,2594
37042,1.01,Premium,I,SI1,62.7,58.0,6.4,6.33,3.99,London,3337
37043,0.41,Premium,D,VVS1,61.6,58.0,4.78,4.74,2.93,London,1582
37044,0.35,Premium,D,VVS1,60.8,58.0,4.53,4.55,2.76,London,1167
37045,0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,London,2344
37046,0.46,Good,E,VS2,60.9,62.0,4.93,4.96,3.01,London,1267
37047,1.07,Ideal,E,VVS2,61.7,57.0,6.55,6.61,4.06,London,10104
37048,0.4,Very Good,H,VVS1,60.5,59.0,4.73,4.76,2.87,London,900
37049,0.52,Premium,F,SI2,61.7,58.0,5.12,5.16,3.17,London,1111
37050,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,London,530
37051,1.52,Ideal,I,VVS1,62.3,55.0,7.32,7.37,4.58,London,11033
37052,0.4,Very Good,D,SI2,63.1,57.0,4.75,4.72,2.99,London,798
37053,1.02,Premium,H,SI2,61.1,61.0,6.51,6.48,3.97,London,4113
37054,2.21,Ideal,G,SI2,60.1,60.0,8.47,8.53,5.11,London,15948
37055,0.28,Very Good,G,SI1,62.0,55.0,4.2,4.25,2.62,London,382
37056,1.31,Very Good,E,VS2,63.1,56.0,6.95,6.9,4.37,London,10094
37057,0.34,Good,H,VS2,63.1,56.0,4.41,4.46,2.8,London,537
37058,0.31,Ideal,E,SI1,62.7,57.0,4.32,4.29,2.7,London,698
37059,0.42,Premium,D,SI1,63.0,59.0,4.79,4.77,3.01,London,942
37060,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,London,687
37061,1.01,Premium,H,I1,58.1,59.0,6.66,6.6,0.0,London,3167
37062,0.51,Premium,D,SI2,62.0,58.0,5.08,5.12,3.16,London,1264
37063,0.3,Ideal,H,SI1,62.9,57.0,4.29,4.26,2.69,London,540
37064,0.31,Good,H,VVS1,63.3,56.0,4.3,4.32,2.73,London,707
37065,1.19,Ideal,I,SI1,62.3,57.0,6.78,6.73,4.21,London,4998
37066,0.41,Ideal,F,VS2,61.8,56.0,4.78,4.8,2.96,London,863
37067,1.01,Ideal,E,VS1,62.7,55.0,6.4,6.45,4.03,London,7528
37068,1.22,Good,H,SI2,63.5,56.0,6.84,6.77,4.32,London,6250
37069,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,London,4508
37070,1.02,Ideal,E,SI2,62.3,56.0,6.42,6.37,3.98,London,3455
37071,0.74,Ideal,E,SI1,62.3,54.0,5.8,5.83,3.62,London,2762
37072,0.35,Premium,E,VS2,60.7,60.0,4.55,4.58,2.77,London,767
37073,0.5,Ideal,F,SI2,60.5,56.0,5.17,5.19,3.14,London,1118
37074,0.51,Ideal,G,VVS1,61.0,57.0,5.17,5.19,3.16,London,1933
37075,0.61,Ideal,I,VVS1,61.9,56.0,5.41,5.45,3.36,London,2048
37076,1.02,Premium,H,SI1,61.2,57.0,6.54,6.5,3.99,London,4819
37077,0.54,Premium,E,VS2,59.2,58.0,5.35,5.32,3.16,London,1847
37078,0.3,Premium,E,VS2,61.6,58.0,4.31,4.33,2.66,London,658
37079,0.41,Very Good,G,VVS2,61.1,55.0,4.8,4.82,2.94,London,932
37080,1.01,Premium,H,SI2,62.3,60.0,6.39,6.32,3.96,London,3782
37081,1.0,Premium,F,SI1,59.7,60.0,6.51,6.48,3.88,London,4939
37082,1.3,Very Good,J,VS2,61.6,56.0,7.02,7.07,4.34,London,5832
37083,1.0,Premium,D,SI1,62.2,58.0,6.28,6.23,3.89,London,5096
37084,0.26,Ideal,H,VS2,61.3,56.0,4.09,4.13,2.52,London,434
37085,0.3,Ideal,F,IF,61.1,57.0,4.35,4.39,2.67,London,947
37086,0.51,Very Good,E,SI1,61.6,53.0,5.16,5.19,3.19,London,1315
37087,0.71,Good,D,VS1,63.4,55.0,5.61,5.69,3.58,London,2816
37088,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,London,2294
37089,0.31,Ideal,E,VS2,61.0,56.0,4.34,4.38,2.66,London,680
37090,0.41,Very Good,J,IF,63.5,54.0,4.75,4.7,3.0,London,1061
37091,1.19,Premium,H,SI1,61.2,60.0,6.85,6.8,4.18,London,5622
37092,1.01,Good,D,SI2,57.6,62.0,6.56,6.66,3.81,London,4260
37093,0.33,Good,F,VVS1,60.2,64.0,4.47,4.5,2.7,London,724
37094,1.5,Premium,E,VS2,62.3,60.0,7.27,7.2,4.51,London,14179
37095,0.42,Premium,F,SI1,61.5,58.0,4.8,4.83,2.96,London,773
37096,1.52,Ideal,J,SI1,61.9,56.0,7.37,7.41,4.57,London,8131
37097,0.92,Premium,E,SI2,62.1,58.0,6.22,6.18,3.85,London,3941
37098,0.53,Ideal,G,IF,62.7,56.0,5.23,5.13,3.25,London,2137
37099,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,London,882
37100,0.5,Very Good,G,VVS2,62.9,57.0,5.04,5.11,3.19,London,1838
37101,0.7,Premium,E,VS1,62.9,60.0,5.62,5.54,3.51,London,2782
37102,1.0,Good,E,SI1,64.2,58.0,6.25,6.28,4.02,London,5061
37103,0.7,Premium,G,VS1,59.3,62.0,5.8,5.74,3.42,London,2496
37104,2.15,Ideal,I,SI2,61.7,55.0,8.43,8.24,5.14,London,14519
37105,0.31,Good,G,VVS2,63.2,58.0,4.26,4.32,2.71,London,707
37106,2.14,Very Good,J,SI1,62.3,59.0,8.24,8.26,5.14,London,14556
37107,1.7,Premium,F,SI2,58.5,60.0,7.87,7.8,4.58,London,9330
37108,0.57,Ideal,F,SI2,62.7,56.0,5.32,5.27,3.32,London,1432
37109,4.13,Fair,H,I1,64.8,61.0,10.0,9.85,6.43,London,17329
37110,0.61,Very Good,J,SI1,60.8,58.0,5.46,5.49,3.33,London,1149
37111,0.7,Premium,H,VS1,60.5,58.0,5.77,5.73,3.48,London,2364
37112,1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,London,4200
37113,0.28,Premium,E,SI1,60.3,58.0,4.26,4.22,2.55,London,529
37114,0.92,Premium,H,SI1,62.2,58.0,6.19,6.23,3.86,London,3675
37115,0.57,Ideal,G,VVS1,61.9,57.0,5.31,5.35,3.3,London,2217
37116,1.06,Premium,G,VVS2,59.6,58.0,6.61,6.65,3.95,London,8003
37117,0.9,Very Good,J,SI1,63.2,60.0,6.12,6.09,3.86,London,2753
37118,1.0,Fair,H,VS1,57.4,68.0,6.52,6.47,3.73,London,4368
37119,0.4,Premium,G,SI1,59.4,60.0,4.85,4.82,2.87,London,870
37120,1.5,Very Good,D,SI1,61.0,59.0,7.33,7.39,4.49,London,12179
37121,1.0,Good,J,VS2,58.7,61.0,6.5,6.52,3.82,London,3769
37122,0.32,Very Good,G,SI1,62.0,55.0,4.41,4.43,2.74,London,477
37123,0.65,Fair,I,VS2,65.1,55.6,5.44,5.5,3.56,London,1659
37124,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,London,1429
37125,0.5,Premium,D,VS2,62.8,58.0,5.07,5.03,3.17,London,1845
37126,1.33,Ideal,H,VS2,59.5,57.0,7.18,7.23,4.29,London,8385
37127,0.3,Ideal,H,SI1,60.9,58.0,4.31,4.33,2.63,London,450
37128,0.4,Ideal,F,VVS2,61.7,55.0,4.76,4.74,2.93,London,1163
37129,2.22,Ideal,G,SI2,62.6,57.0,8.35,8.29,5.21,London,14637
37130,0.38,Ideal,D,VVS2,60.3,57.0,4.77,4.71,2.86,London,1060
37131,0.31,Ideal,F,IF,61.0,56.0,4.39,4.43,2.69,London,914
37132,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,London,3472
37133,0.73,Very Good,I,VS1,62.4,56.0,5.72,5.76,3.58,London,2288
37134,1.01,Premium,G,VS1,60.7,58.0,6.49,6.52,3.95,London,6932
37135,1.53,Premium,E,SI1,60.8,60.0,7.51,7.43,4.54,London,12499
37136,0.3,Ideal,F,SI1,62.3,56.0,4.27,4.3,2.67,London,461
37137,0.53,Very Good,F,SI1,61.5,59.0,5.15,5.19,3.18,London,1320
37138,1.3,Good,D,SI2,57.1,63.0,7.22,7.27,4.14,London,6327
37139,1.73,Premium,F,SI1,58.0,62.0,7.95,7.91,4.6,London,13365
37140,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76,London,579
37141,0.7,Ideal,E,SI1,62.2,57.0,5.72,5.67,3.54,London,2542
37142,1.01,Fair,G,VS2,64.4,58.0,6.25,6.18,4.0,London,4887
37143,0.72,Premium,H,SI1,62.5,57.0,5.73,5.67,3.56,London,2398
37144,0.45,Good,G,VS1,58.1,61.2,5.02,5.07,2.93,London,1154
37145,0.51,Very Good,E,VS2,64.1,57.0,5.02,5.06,3.23,London,1549
37146,0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47,London,5027
37147,0.74,Good,H,VS2,63.0,57.0,5.72,5.77,3.62,London,2327
37148,0.51,Premium,E,SI1,62.9,57.0,5.11,5.06,3.2,London,1402
37149,0.8,Ideal,F,IF,60.8,56.0,5.99,6.05,3.66,London,6674
37150,0.55,Ideal,F,VS2,61.7,57.0,5.24,5.29,3.25,London,1692
37151,0.33,Premium,I,VVS1,61.7,61.0,4.45,4.43,2.74,London,780
37152,0.45,Ideal,F,SI1,60.8,56.0,4.97,4.93,3.01,London,930
37153,1.04,Ideal,F,VS2,60.1,59.0,6.59,6.63,3.97,London,7035
37154,0.31,Ideal,D,VS2,61.2,55.0,4.39,4.37,2.68,London,942
37155,1.71,Ideal,G,SI1,62.1,56.0,7.65,7.61,4.74,London,13196
37156,0.77,Very Good,I,VS2,60.2,59.0,5.89,5.97,3.57,London,2584
37157,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,London,918
37158,1.08,Very Good,F,SI2,62.6,56.0,6.55,6.61,4.12,London,4407
37159,0.54,Ideal,G,VVS1,61.3,56.0,5.25,5.27,3.23,London,2041
37160,1.5,Very Good,J,I1,63.3,58.0,7.27,7.23,4.59,London,5141
37161,1.51,Ideal,H,SI1,61.7,56.0,7.25,7.18,4.45,London,7780
37162,0.9,Good,H,SI1,63.2,61.0,6.12,6.03,3.84,London,3398
37163,0.7,Very Good,D,SI1,59.4,63.0,5.76,5.78,3.43,London,2604
37164,2.48,Very Good,H,SI1,63.3,56.0,8.6,8.55,5.43,London,17893
37165,0.56,Ideal,D,VS1,60.4,56.0,5.33,5.36,3.23,London,1924
37166,1.01,Premium,I,SI2,61.6,59.0,6.4,6.35,3.93,London,3411
37167,0.33,Ideal,G,VVS2,62.6,53.0,4.43,4.45,2.78,London,702
37168,2.3,Premium,H,SI2,60.6,59.0,8.4,8.37,5.08,London,14042
37169,0.32,Ideal,G,VVS2,61.9,57.0,4.41,4.38,2.72,London,936
37170,0.32,Ideal,H,VS2,61.3,55.0,4.4,4.44,2.71,London,505
37171,0.59,Very Good,E,VS2,62.3,55.0,5.39,5.43,3.37,London,1789
37172,0.43,Ideal,H,SI1,62.4,56.0,4.81,4.83,3.01,London,716
37173,0.33,Very Good,I,IF,59.0,61.0,4.49,4.56,2.67,London,694
37174,1.17,Ideal,G,VVS2,61.6,56.0,6.77,6.83,4.18,London,9630
37175,1.25,Ideal,G,SI1,60.4,57.0,7.03,7.0,4.24,London,6608
37176,1.73,Premium,H,SI1,62.4,58.0,7.64,7.61,4.76,London,12079
37177,0.31,Ideal,G,VS2,61.6,55.0,4.39,4.37,2.7,London,698
37178,2.08,Premium,H,SI2,58.8,60.0,8.39,8.35,4.92,London,14462
37179,0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,London,2426
37180,0.62,Premium,F,SI1,61.7,59.0,5.51,5.48,3.39,London,1595
37181,1.35,Fair,H,VS2,64.5,58.0,6.98,6.93,4.48,London,5625
37182,0.41,Ideal,D,SI2,61.0,56.0,4.83,4.78,2.93,London,876
37183,0.59,Ideal,G,IF,62.0,54.0,5.38,5.43,3.35,London,2444
37184,0.51,Premium,E,VS2,61.0,60.0,5.12,5.17,3.14,London,1656
37185,1.01,Ideal,I,I1,61.6,56.0,6.45,6.43,3.97,London,2416
37186,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.29,2.68,London,684
37187,1.01,Premium,F,VS2,60.8,57.0,6.52,6.47,3.95,London,6702
37188,0.3,Ideal,H,VVS1,61.6,57.0,4.3,4.34,2.66,London,665
37189,1.01,Good,D,SI1,63.8,58.0,6.34,6.38,4.06,London,5443
37190,0.53,Very Good,H,SI1,61.7,60.0,5.17,5.21,3.2,London,1152
37191,0.52,Very Good,E,SI1,63.0,54.0,5.11,5.15,3.23,London,1330
37192,0.54,Premium,H,VS1,60.8,61.0,5.29,5.23,3.2,London,1637
37193,1.0,Premium,D,SI1,61.3,54.0,6.39,6.37,3.91,London,5488
37194,2.08,Ideal,I,VS2,62.0,56.0,8.16,8.18,5.06,London,17916
37195,1.55,Ideal,I,VS1,61.9,55.0,7.46,7.43,4.61,London,11067
37196,0.76,Ideal,F,SI1,62.6,56.0,5.82,5.88,3.66,London,2719
37197,0.52,Good,G,VS1,63.9,56.0,5.08,5.12,3.26,London,1576
37198,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54,London,3119
37199,1.35,Premium,E,SI2,61.5,58.0,7.11,7.06,4.36,London,5758
37200,2.0,Fair,I,SI2,69.1,56.0,7.84,7.7,5.37,London,8736
37201,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,London,17569
37202,0.7,Very Good,E,VVS1,61.6,61.0,5.7,5.73,3.52,London,4171
37203,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,London,5519
37204,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,London,5816
37205,1.7,Very Good,E,VS2,58.6,62.0,7.84,7.92,4.62,London,18176
37206,0.54,Premium,H,VVS2,60.6,60.0,5.31,5.29,3.21,London,1786
37207,0.35,Ideal,D,VS2,62.4,57.0,4.56,4.51,2.83,London,1063
37208,1.01,Very Good,G,VS2,60.0,57.0,6.53,6.6,3.94,London,5886
37209,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,London,5558
37210,0.33,Ideal,D,SI2,62.0,57.0,4.46,4.45,2.76,London,631
37211,0.4,Ideal,F,SI1,62.0,57.0,4.72,4.76,2.94,London,694
37212,0.53,Ideal,G,SI1,61.0,56.0,5.23,5.26,3.2,London,1284
37213,0.56,Very Good,H,SI1,61.2,57.0,5.28,5.31,3.24,London,1179
37214,0.76,Ideal,J,VS2,61.7,56.0,5.85,5.88,3.62,London,2026
37215,1.53,Ideal,I,VS2,61.8,57.0,7.44,7.39,4.58,London,9853
37216,0.32,Very Good,H,VS2,60.7,61.0,4.39,4.41,2.67,London,505
37217,0.33,Premium,G,VS1,61.6,60.0,4.41,4.46,2.73,London,666
37218,0.31,Ideal,D,VS2,61.8,55.0,4.33,4.37,2.69,London,734
37219,0.44,Very Good,E,SI1,63.2,53.0,4.87,4.84,3.07,London,970
37220,0.31,Ideal,G,VVS1,60.2,61.0,4.39,4.41,2.65,London,755
37221,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,London,706
37222,0.53,Ideal,E,SI2,60.8,57.0,5.23,5.26,3.19,London,1229
37223,0.9,Good,E,SI1,62.4,62.0,6.13,6.17,3.84,London,4054
37224,1.12,Ideal,G,VS2,62.0,56.0,6.69,6.64,4.13,London,6774
37225,0.43,Ideal,D,VS2,62.0,55.0,4.86,4.81,3.0,London,1129
37226,1.23,Ideal,J,VS2,61.8,56.0,6.87,6.81,4.23,London,4986
37227,1.57,Very Good,H,SI1,59.6,58.0,7.61,7.65,4.55,London,10447
37228,0.3,Ideal,G,VVS2,62.3,57.0,4.29,4.32,2.68,London,665
37229,0.73,Ideal,F,SI2,61.9,55.0,5.78,5.82,3.59,London,2588
